Age,Review Text,Rating,Recommended IND,Positive Feedback Count
54,"i bought this dress in the red option. was a little concerned when i read other reviews that said it looked like a maternity dress, but it did not look like that on me at all. it falls nicely and fits me well  i am 5 ft, 107 lbs  in size xs. love the details at the neckline and hem. will be looking out for other dresses by maeve!",5,1,0
51,"so i have had to return this once so far because the stitching ripped out when i sat down. the little slip thing that goes underneath if cheaply made. i really wish this were just lined dress. i wear it with a blank tank top and leggings underneath. not worth the money, but i needed something to wear that was transitional.",2,0,3
60,"the design and style of shirt is quite cute  but the mountain pictures is not mont blanc, nor does the mountain find itself near chamomix.it is an unmistakable image of the matterhorn and the small town of zermatt is at its base.",2,0,1
26,"this top is very nice. i ordered it in black, it looked very good. the embroidery and pleated details give it a very nice look. the fabric, however, feels like heavy cotton. it did not feel very soft and comfortable, it was a bit hard for me to wear because i usually prefer soft cotton. while i think this will retain it is shape and not stretch like softer cotton, i am sending it back. it felt a bit heavy to wear.",3,0,0
34,"this top does look as pictured, the sleeves hit me the same and the size was true... i just did not like it... it was shorter than i wanted in length and i just did not feel like this top was worth the price so it is going back. i feel like i have had shirts with this texture and over time, they just did not wear as well so i was afraid with 3 kids it would not be a good idea. i paired it with a blazer and it looked great, but on it is on, i do not know, just not for me. for reference, i am 58 128lb",4,0,2
53,"lightweight, airy silk. it is not shown in the photos but it has a half slip which is too noticeable through the thin silk. it looks somewhat cheap. the silk does not feel smooth to the touch. it has a slight roughness to it. it would have been nicer if they had used thicker, higher quality silk. the waist has a tight, wide, elastic band which after wearing for awhile feels uncomfortable. the color of the skirt is true to the photos. i wanted to love this skirt but i will be returning it.",3,0,0
35,i was looking for a dress to conceal my post baby body but wanted to be able to wear it once i lost the extra weight and this dress does the job! the fit is very flattering and it hangs nicely. great material.,5,1,6
57,"dress is darling and well made. however, it runs very large. i tried to size down but then it became a little short in xsp. would be great for taller slim women. the style is so cute. the online picture does not do it justice.",4,1,0
35,"i was so disappointed with the quality of this dress, especially because it looks so beautiful on the model. the fabric was so thin that after one hand wash, it is already developing a tiny hole and pilling. also, it is definitely not a day dressi wore it as a swim coverup, but it is much too thin and pajamalike to be worn as an actual dress. the color is much different in personthe blue is brighter and, for lack of a better way to describe it, cheap looking. the white banding around the t",2,0,0
26,"i wanted to love this as i love bright colored patterns. however, when i received the pattern was different than the one pictured and did not appear as bright and the material was much different than i expected. could almost see through the shirt where it is white and is very thin.also, i have a larger chest and a smaller waistline and the cut of the where the peplum began made me look larger than i actually am. i am a 36ddd and i normally where a size medium. a medium fit but like i said made",2,0,1
