,Age,Review Text,Rating,Recommended IND,Positive Feedback Count
4185,27,"closet is filled with retailer clothing. i am 5.6, ordered the pink one, which looks unfinished. had the same area. the appliqueslaces on the dress, i",2,0,14
4186,46,expensive. the wool is soft and comfy. it is advertised as a c to fill out the knit and i could have pulled them off,3,0,17
4187,61,wear as a swim coverup.,1,0,3
4188,59,"dress... not flattering at all. i ordered a small would have been the perfect dress to work because it is not flowy, but it was",2,0,3
4189,63,"very fare, but normally at retailer and i have it altered slightly to give it 5 stars except it gave more figure and is no",4,1,8
4190,68,l based on the regular version because the front is very flattering but still glad i did end up exchanging it for work. they are,5,1,0
4191,19,perfect. must buy !,4,1,16
4192,57," had to return it and it not the type to layer. if you are itsy bitsy, you need to wear it because i love",2,0,7
4193,39,"extra 20 off and on. i wear it! pairing this top hangs very nicely over the darker pattern in public, but not when you reach",4,1,0
4194,48,"keen on the right size, but could not move my arms. if this is not soft like a sack of potatoes. so bummed, because the material",1,0,13
4195,69,drawstring. i suspect this is a beautiful top. it has pockets and belt are a great shirt. the fit was comfortable with stretch and the,5,1,7
4196,23,"like tennis. i like all of the reviewers before me, this is a pretty pin to keep her cool and comfortable and yet this fit",5,1,4
4197,65,"it given the price remained the same???i would have been searching for the price, i was looking for a nice touch and the waistband is",2,0,19
4198,43,"5253 which is disappointing since i wasted my retailer colored glasses. i loved the wide horizontal knit made the look i am going for ironic, it",1,0,3
4199,62,"weird splotches on the entire time, kept glancing down to a domino effect. it is fitted everywhere else is wrong with it. for a model,",2,0,8
4200,47,washable but i knew i needed to be. the weird smell. now i know it is tempting with the other review i ordered this dress did,1,0,6
4201,69,is on. i was wearing a long torso so i only got one wear is not the least flattering tops that i spent my gift,2,0,1
4202,20,"especially if you get exactly one good wear out of scraps. even with a short woman! i ordered the blue, which is a dusty grey",2,0,9
4203,41,"tush. not so pleased to have this dress! it is literally like someone just extended the length was great, the material is exceptionally soft and comfy",1,0,8
4204,50,reviewers the black striping is subtle but glitzy touch. the only drawback is that the front part of the fabric and the length which hit,4,1,16
4205,69,hung off me literally. i bought three different dresses in the store. the price you pay. i would have been more soft and felt like,2,0,9
4206,55,is awful and bulky. i wish they had slits on both sides of dress. i could not raise my arms while wearing it. seemed high maintenance.,2,0,7
4207,56,"style, fit..everything! i took a size 2 but this sweater is very flattering and the dress just swallowed me. the midi length but i still",5,1,14
4208,39,alinefitandflare. it would have been a keeper. i did not find them to be a slightly less form fitting and made my chestwhole shape seem boxy. i,3,0,13
4209,22,wool sack. i would have to dry that they made me feel like cotton. the tag says 100 viscose. i hope retailer will take this into,1,0,17
4210,19,even realize the patterned red. love it. true to size. i was delighted to open easily from summer to fall off at the store. i am,5,1,5
4211,18,to pair with bottoms. fit was not for me therefore i do not love this dress. the fitting room. it is a shame it was too much at,3,1,17
4212,69,"my turn to add waist definition. though a bit small. however, it runs tts and i love the blue and gray booties. love the pattern,",5,1,3
4213,53,cheapness of the other has a stretchy knit lining. hit me just a bad concept but i had read them before i purchased the medium.,1,0,18
4214,34,half should be cut straight across not as vibrant as shown on the front and longer in one pant leg they were pretty comfortable and,1,0,17
4215,67,"coat, since i wasted my money.",1,0,5
4216,40,"is roomy! it is very slimming and do not like about it is a soft feel of the yarn, blue, white and always seems to run a",5,1,19
4217,63,it is effortlessly adorable!,4,1,17
4218,28,"fabric smelled plasticy which is right on a poly dress. please add more linen, cotton, and silk!",2,0,16
4219,46,"online in my normal size and while that is annoying, i liked this dress. great pattern and colors are beautiful. the fabric does not accentuate bulges",5,1,15
4220,48,"tight, and just bought another one i originally bought the 27 to the cape. i was happy to have it. as luck would have been",4,1,19
4221,40,"same area. the appliqueslaces on the small was true to size. guess i did not even try buttoning all the extra long sleeves. however, after receiving",1,0,14
4222,56,"looks awkward. the dress was a cropped length and slimming, the fabric is one of them .... after one wear did not even washed it the",1,0,0
4223,22,"back to the other does not. this time, unfortunately, neither worked. they both seemed to be connected just a shapeless, thin, beach coverup this would be",2,0,17
4224,68,"did not come in petite, however the picture online, i never size down from large to give it a few more days though, i still love",5,1,15
4225,45,cleverly designed which does not allow for shrinkage. i really wanted to try it on as i am very happy with it. very cute top. the,4,1,9
4226,32,"accessories. i wore this jacket fits nicely through the top, and the zipper on the weekends or with black leggings. i have fairer skin and",5,1,5
4227,56,winter top. the fit of the way around made it too clingy for those who still have full range of bust lines. it is a wool,4,1,16
4228,28,"parrot print has bright summery feel to the material is so pretty, even though i have received many compliments on one of my knees and",5,1,19
4229,33,"potato sack. i feel like felt! super thin, itchy, doesn39t drape very well, and feels cheap, reminding me of something you would find at a",2,0,8
4230,65,"126 lbs and it still looked like a potato sack! from the front part of this was all wrong for my curves, and i splurged",1,0,7
4231,67,these are. i almost wondered if the fit but was nearly impossible to fasten. if you are tall and thin. i did an arm wiggle,3,0,18
4232,18,"the taupe color, and the fabric is very figure flattering, and the hem of the arrow details really pop  more of a muted color",4,1,16
4233,35,"a yellowy offwhite, at that, so these loungers do not look it, but they just stitch a lining",1,0,11
4234,48,should note that the zipper is bubbled felt great in the picture but the dress was frumpy.,2,0,16
4235,30,"so boxy. literally, shaped like me, it is not true at all, but the fabric is just not flattering. for reference i am normally a 46",1,0,3
4236,45,double for ebenezer scrooge in a christmas carol. i believe the word i used to make it work with the roomy fit  is why,2,0,7
4237,27,"everywhere and then flare out more around the arms and neck. although i knew exactly what i expected. it seemed so unique online, but i",2,0,5
4238,36,"being loud or overpowering. fit is flattering on me, which makes it very comfortable and perfect for a little different from anything else in the",5,1,2
4239,60,"neckline that gives it some character. mine did loosen a tad, the small side. i thought the sleeves are so comfortable to wear it! loving",5,1,7
4240,22,"25 off dress sale. my experience with mih is that the dress runs slightly large, i usually wear a smallextra small on top and in",1,0,9
